"VOLE_ID","TRT","SEX","NULL_CHECK","SP_INDEX","NO_TRIAL2_OBJ1_TOT_DUR","NO_TRIAL2_OBJ2_TOT_DUR","NO_TRIAL2_TOT_DIST","NO_TRIAL3_OBJ1_TOT_DUR","NO_TRIAL3_OBJ2_TOT_DUR","NO_TRIAL3_TOT_DIST","NS_BOUTS_EMPTY","NS_BOUTS_STRANGER","NS_DUR_EMPTY","NS_DUR_STRANGER","NS_INDEX","NS_LAT_EMPTY","NS_LAT_STRANGER","NS_PCT_WSTRANGER","NS_TOT_DIST","OF_BOUTS_CENTER","OF_DUR_CENTER","OF_TOT_DIST","PP_INDEX","PP_PARTNER_LAT","PP_PARTNER_TOT_BOUTS","PP_PARTNER_TOT_DUR","PP_STRANGER_LAT","PP_STRANGER_TOT_BOUTS","PP_STRANGER_TOT_DUR","PP_TOT_DIST","SP_BOUTS_CAGEMATE","SP_BOUTS_STRANGER","SP_DUR_CAGEMATE","SP_DUR_STRANGER","SP_LAT_CAGEMATE","SP_LAT_STRANGER","SP_TOT_DIST"
"216","LOW","F","Complete Data","-0.2706","13.5500","46.3800","4277.5500","16.9200","23.1200","6659.5900","8.0000","9.0000","133.1000","392.1900","0.4932","40.0100","4.1700","0.7466","8778.1000","3.0000","3.7400","41367.9700","0.5109","0.4000","18.0000","354.8900","28.8000","11.0000","114.8800","11368.4300","12.0000","8.0000","340.8100","195.6600","10.6400","0.0000","7519.4700"
"55","LOW","M","Complete Data","-0.2654","6.8700","46.4100","4586.5900","2.2700","12.5800","4940.9700","10.0000","42.0000","20.4200","196.6300","0.8118","65.8300","86.4900","0.9059","5618.4500","1.0000","1.3700","36918.3000","0.6103","62.7300","14.0000","403.8000","0.0000","14.0000","97.7300","9022.5600","29.0000","11.0000","170.6000","99.0300","3.5400","19.7900","5087.9400"
"228","HIGH","F","Complete Data","-0.2491","35.5400","89.0200","8865.7900","50.2500","41.4100","7156.0200","16.0000","24.0000","160.4300","155.4600","-0.0157","58.0200","20.2500","0.4921","9662.4400","14.0000","45.5800","59110.5200","0.2218","15.0200","28.0000","188.8600","6.8400","24.0000","120.2900","21266.4700","23.0000","28.0000","169.0700","101.6300","14.4500","0.4700","16499.2500"
"32","MID","M","Incomplete Data","-0.2463","19.0900","29.2000","6165.2700","29.6000","45.2100","8283.0600","5.0000","9.0000","26.3300","35.4700","0.1479","292.6300","24.3900","0.5739","2084.5800","7.0000","8.3400","47294.8200","","","","","","","","","29.0000","28.0000","155.5900","94.0900","29.2000","11.4800","16032.2000"
"227","HIGH","M","Complete Data","-0.2418","18.8500","98.5700","12370.5700","12.4800","33.6300","5708.4200","12.0000","15.0000","82.7800","303.8700","0.5718","31.6300","1.7400","0.7859","8786.9300","21.0000","50.0500","85756.8500","-0.2016","2.5000","15.0000","156.8200","43.7800","17.0000","236.0000","11407.0400","22.0000","16.0000","214.8800","131.2000","20.6900","1.1000","12062.7700"
"80","LOW","F","Complete Data","-0.1820","38.4700","52.6500","6154.1400","16.1500","36.7400","7784.4900","18.0000","9.0000","47.5100","14.5500","-0.5311","34.5300","106.5400","0.2345","4377.3500","9.0000","25.5600","26419.4000","0.6680","4.4700","12.0000","376.9100","34.7700","7.0000","75.0100","6886.2000","14.0000","16.0000","104.9700","72.6400","13.5500","70.5400","5249.1000"
"171","5MT","M","Complete Data","-0.1774","36.0400","47.3800","8327.5200","22.7200","32.7300","8516.3100","11.0000","14.0000","126.9600","59.7600","-0.3599","26.1300","21.9200","0.3201","8330.5800","41.0000","119.3900","69092.8900","-0.5376","8.0100","12.0000","114.3100","19.5200","18.0000","380.1500","13127.2700","13.0000","12.0000","141.8800","99.1300","20.7900","3.9700","9010.5900"
"201","CTRL","F","Complete Data","-0.1625","8.1400","85.4500","8684.2600","42.2800","19.4200","7006.1100","8.0000","13.0000","97.7000","269.6000","0.4680","167.3300","48.9800","0.7340","11108.8500","42.0000","138.8700","76226.0400","-0.8148","55.2900","12.0000","43.1800","13.0500","11.0000","423.1200","19986.2400","13.0000","15.0000","166.3700","119.8500","41.2700","15.7500","12055.5900"
"118","LOW","M","Complete Data","-0.1355","66.7700","58.4600","2736.4400","14.8800","0.6700","2342.9000","0.0000","11.0000","0.0000","190.5200","1.0000","600.0000","45.9100","1.0000","970.1100","31.0000","103.6700","84551.7000","-0.2085","97.0300","19.0000","133.9300","134.8700","23.0000","204.5000","19812.4600","27.0000","27.0000","134.4300","102.3400","18.3900","109.0100","6150.7700"
"177","5MT","M","Complete Data","-0.1229","34.3700","59.8300","5934.0900","42.0800","41.0700","9859.9300","13.0000","19.0000","195.0600","179.7100","-0.0410","6.3400","52.2900","0.4795","10963.0600","18.0000","48.1100","69277.6500","-0.6333","1.4000","8.0000","96.2600","15.0200","12.0000","428.8000","14669.7000","22.0000","22.0000","194.0300","151.5500","2.8000","32.1300","14283.3400"
"220","HIGH","M","Incomplete Data","-0.1154","","","","","","","14.0000","17.0000","151.8500","221.9200","0.1875","143.6800","3.7000","0.5937","10589.4000","20.0000","57.1900","81491.2800","","","","","","","","","23.0000","26.0000","180.8500","143.4400","72.5700","3.2700","14023.0900"
"107","MID","F","Complete Data","-0.1110","5.7700","12.4500","2649.2100","7.5400","38.8700","3491.2000","13.0000","10.0000","34.0700","45.3100","0.1416","210.4800","4.5000","0.5708","2562.8800","8.0000","9.6100","44410.1700","-0.5884","260.5300","7.0000","107.6400","1.7400","8.0000","415.4500","6489.4700","13.0000","21.0000","120.8900","96.7300","83.8200","8.8800","3677.2200"
"214","MID","M","Complete Data","-0.1058","0.0000","0.0000","22.2400","16.0800","9.8800","3801.6200","12.0000","10.0000","164.1300","146.2100","-0.0577","10.0800","81.6800","0.4711","4191.1500","7.0000","15.2800","53780.0700","-0.1212","23.0900","8.0000","127.6600","11.6800","11.0000","162.8600","10512.0600","8.0000","8.0000","200.8300","162.4000","123.0600","8.2700","8203.9400"
"77","HIGH","M","Complete Data","-0.0988","6.8400","52.4200","3181.9600","40.1100","37.3400","6803.9400","17.0000","0.0000","48.5200","0.0000","-1.0000","104.5000","600.0000","0.0000","4773.5200","13.0000","28.2600","35506.1100","0.6857","9.9100","18.0000","332.0000","67.4700","17.0000","61.9000","12892.1400","12.0000","5.0000","42.6400","34.9700","321.2500","233.7300","4324.7200"
"182","5MT","M","Complete Data","-0.0947","13.5100","77.1100","5134.5700","7.0100","55.3200","7220.5000","17.0000","11.0000","235.2700","164.4300","-0.1772","6.2400","17.6500","0.4114","8707.3200","9.0000","40.0700","52864.5200","-0.6867","0.0000","13.0000","81.0800","6.0700","11.0000","436.4400","15023.1100","11.0000","11.0000","267.3700","221.0900","0.4700","8.5400","8713.0400"
"113","MID","F","Complete Data","-0.0794","37.4700","85.0500","8634.0500","28.9300","106.2400","6944.1200","15.0000","0.0000","68.5400","0.0000","-1.0000","10.2100","600.0000","0.0000","8653.6300","11.0000","20.5500","70910.2100","0.6970","0.0000","19.0000","210.8400","15.2500","6.0000","37.6400","11593.4400","24.0000","24.0000","106.3400","90.6900","75.9100","8.5400","10006.2100"
"150","MID","M","Complete Data","-0.0622","45.2800","26.6300","6491.6700","23.6900","14.3500","7188.2100","13.0000","10.0000","280.1500","117.8500","-0.4078","2.7400","37.1400","0.2961","8183.0100","17.0000","36.9700","73552.4900","-0.3858","58.6900","13.0000","153.4500","1.1300","17.0000","346.2100","14804.4800","12.0000","7.0000","181.4100","160.1600","0.9700","48.1800","5860.5600"
"2","CTRL","M","Incomplete Data","-0.0556","","","","","","","14.0000","13.0000","54.0900","313.4100","0.7056","27.9900","57.6900","0.8528","6958.5900","37.0000","95.9300","70035.9600","","","","","","","","","20.0000","19.0000","200.1700","179.0800","5.5100","27.9600","11750.8700"
"256","CTRL","M","Complete Data","-0.0550","23.4600","46.5500","10661.3400","49.1800","37.8000","11465.4200","8.0000","14.0000","106.2100","281.3100","0.4518","67.8000","5.5100","0.7259","8059.1200","19.0000","38.8100","89992.9300","0.1361","67.4700","19.0000","228.3300","1.7400","22.0000","173.6100","18461.0700","12.0000","12.0000","183.2800","164.1600","11.1100","43.0100","10014.3800"
"156","5MT","M","Complete Data","-0.0529","48.9800","53.7900","10583.0300","54.9900","46.9800","5797.7300","19.0000","25.0000","83.6500","360.2600","0.6231","77.7400","7.9700","0.8116","14197.7100","3.0000","2.9700","83043.0200","-0.1039","12.4500","26.0000","174.6100","2.4000","25.0000","215.1200","18191.1300","27.0000","29.0000","209.7100","188.6200","25.2300","5.6700","14392.7600"
"158","5MT","M","Complete Data","-0.0447","29.5000","36.4000","13124.4100","14.1800","18.3200","7571.2400","14.0000","15.0000","133.9000","263.7000","0.3265","22.7900","11.3400","0.6632","12941.4600","12.0000","15.9800","69764.8400","0.2486","2.4700","16.0000","274.2700","18.5900","9.0000","165.0700","11909.4600","18.0000","17.0000","197.5600","180.6500","3.0000","16.2200","13626.1900"
"159","5MT","F","Complete Data","-0.0350","57.5200","87.2500","8984.0600","9.8400","36.9000","9338.2200","18.0000","17.0000","148.6800","235.8400","0.2267","38.9400","5.7400","0.6133","8645.2100","6.0000","7.0400","58281.8600","-0.0091","17.8500","22.0000","204.3000","2.7700","17.0000","208.0400","16398.8700","23.0000","25.0000","201.7700","188.1200","46.0500","4.9400","11603.8300"
"104","LOW","F","Complete Data","-0.0240","59.0300","58.1900","11079.4800","26.3300","108.4800","8779.3400","15.0000","36.0000","52.4500","226.6600","0.6242","12.5800","99.8700","0.8121","8850.6700","12.0000","29.4300","85413.1300","-0.2223","1.7400","28.0000","117.2200","22.7600","19.0000","184.2500","19765.7100","17.0000","24.0000","70.3000","67.0000","24.5200","2.9000","6555.8600"
"25","CTRL","F","Complete Data","-0.0210","41.1400","25.4600","13858.9500","11.5100","28.8300","20287.0600","14.0000","19.0000","36.8000","33.9000","-0.0410","80.8100","25.0300","0.4795","7711.8400","23.0000","50.8500","99487.9000","-0.0971","65.3700","12.0000","174.6400","27.1600","17.0000","212.2100","10489.7500","23.0000","25.0000","68.3400","65.5300","7.7400","29.8300","13615.5600"
"33","CTRL","F","Complete Data","-0.0166","43.9100","35.6400","9554.9400","25.3900","23.0900","8168.8500","21.0000","26.0000","77.1100","70.6700","-0.0436","122.0900","64.6300","0.4782","9003.9700","24.0000","69.3400","57838.0700","-0.4684","0.8700","19.0000","85.9900","14.3100","25.0000","237.5400","18104.1400","21.0000","23.0000","86.4500","83.6200","28.1300","12.9800","7548.1600"
"255","CTRL","M","Complete Data","-0.0139","88.4200","26.2600","3686.2000","24.1600","35.7700","6111.4600","15.0000","20.0000","106.4100","327.9600","0.5100","0.2300","14.5100","0.7550","13466.0700","35.0000","102.6700","86997.3300","0.0832","2.0700","27.0000","200.6000","6.1400","23.0000","169.8000","19717.6200","25.0000","16.0000","162.4000","157.9600","0.9700","27.3900","11550.7500"
"184","5MT","M","Complete Data","-0.0007","35.3000","1.9000","3928.6300","23.4200","24.7900","7787.7900","11.0000","18.0000","108.5400","204.4700","0.3065","8.0700","45.6100","0.6532","8409.6800","1.0000","5.9100","40449.7400","-0.7246","17.3200","5.0000","58.6600","1.6000","8.0000","367.2700","8225.7600","10.0000","20.0000","177.1800","176.9400","25.9300","8.2100","9763.2700"
"239","CTRL","F","Complete Data","0.0143","38.6700","47.7500","17185.4800","17.1800","52.9500","19963.0700","24.0000","1.0000","243.8100","1.7700","-0.9856","42.6800","597.1000","0.0072","12145.6800","30.0000","50.8800","102330.2000","0.3244","28.6600","23.0000","235.7400","36.7000","19.0000","120.2500","16740.0400","38.0000","30.0000","80.4100","82.7500","11.0400","31.0600","17682.6900"
"155","5MT","M","Complete Data","0.0454","97.6000","24.0200","24497.6200","61.7600","38.6700","20780.5400","19.0000","20.0000","103.0000","116.5500","0.0617","17.4800","27.8300","0.5309","13228.0200","20.0000","40.4400","108715.0400","0.2515","10.2100","37.0000","176.6800","110.4100","17.0000","105.6700","20405.1200","12.0000","23.0000","120.9200","132.4300","16.3500","5.9700","12643.9600"
"251","MID","F","Complete Data","0.0489","15.4800","38.9700","3034.4800","12.5500","21.8200","3784.0900","6.0000","5.0000","192.3900","166.3700","-0.0725","10.9800","363.5600","0.4637","3346.2900","15.0000","43.6100","33959.3800","0.6683","2.2000","19.0000","358.5600","17.5200","6.0000","71.3000","7593.7300","5.0000","8.0000","235.1400","259.3300","92.2600","0.0000","4044.2600"
"48","LOW","F","Complete Data","0.0511","50.4800","94.6900","8473.7800","35.1000","42.4400","6230.4400","16.0000","10.0000","64.5600","34.7300","-0.3004","18.0800","379.0100","0.3498","2952.8200","23.0000","45.4800","62856.9800","0.6273","0.0000","20.0000","261.0900","15.4200","7.0000","59.7900","12200.1100","17.0000","20.0000","82.4800","91.3600","89.8200","10.0400","4934.0500"
"185","5MT","M","Complete Data","0.0512","33.4700","56.0200","10941.9900","12.6500","5.1100","5425.3000","11.0000","10.0000","133.7000","235.8000","0.2763","86.4200","9.9800","0.6382","6044.6600","47.0000","123.2600","55597.2900","-0.3947","1.3000","18.0000","133.8300","12.4800","15.0000","308.3800","15879.2900","12.0000","9.0000","202.0400","223.8600","179.5100","6.0700","8761.5100"
"140","HIGH","F","Complete Data","0.0602","152.6500","39.0700","2936.5700","144.8800","21.4900","2381.8100","14.0000","12.0000","51.4800","35.9000","-0.1783","104.9700","204.7000","0.4108","6476.9900","22.0000","30.9000","108014.2400","0.8069","2.2400","14.0000","432.6700","5.2400","7.0000","46.2500","7938.3400","25.0000","17.0000","83.8800","94.6300","0.6000","18.6200","6994.5700"
"102","LOW","M","Complete Data","0.0675","20.5900","71.9100","7672.5900","19.8200","49.1200","6951.3400","23.0000","16.0000","86.0900","158.4900","0.2960","5.6100","109.5800","0.6480","9570.1900","22.0000","96.1300","77460.1700","0.8724","4.1000","8.0000","368.3000","113.0800","8.0000","25.0900","8062.7200","16.0000","18.0000","71.2400","81.5500","33.9300","6.8100","6648.9200"
"151","5MT","M","Complete Data","0.1068","31.8300","66.9700","7890.1600","13.2500","30.3000","9419.9000","11.0000","15.0000","236.4000","209.9400","-0.0593","1.3000","19.3900","0.4704","10485.9000","26.0000","104.2000","55985.7100","-0.7285","12.7500","9.0000","73.7100","1.9400","9.0000","469.2400","16187.3800","17.0000","14.0000","197.1600","244.3100","34.0000","9.4800","8804.0800"
"225","HIGH","M","Complete Data","0.1198","31.9000","81.6500","14028.9700","24.6900","39.3400","11744.8000","20.0000","20.0000","134.4700","299.4000","0.3801","0.4000","23.9200","0.6901","15556.1300","8.0000","33.6300","91595.8100","-0.1544","2.6400","25.0000","185.4200","34.5000","20.0000","253.1500","19810.2600","19.0000","18.0000","176.8100","224.9600","14.8100","0.0000","14963.4600"
"244","LOW","M","Complete Data","0.1234","3.9000","39.6100","4562.1600","25.9300","23.4900","8313.8600","12.0000","11.0000","214.9100","298.4300","0.1627","201.1700","0.0300","0.5813","8633.9200","16.0000","27.9900","49989.9700","-0.7356","0.0000","7.0000","72.8700","24.3200","19.0000","478.3100","13191.0600","19.0000","12.0000","217.8500","279.1800","0.0000","77.7400","10867.8400"
"197","HIGH","M","Complete Data","0.1305","41.7400","120.6200","2748.0500","12.2100","119.8200","3745.0100","0.0000","8.0000","0.0000","414.7800","1.0000","600.0000","6.2700","1.0000","3527.2400","9.0000","48.9200","42034.9100","0.6802","22.6600","4.0000","275.4400","5.3100","8.0000","52.4200","7867.3100","3.0000","5.0000","127.8300","166.2000","213.6500","29.5300","2764.8500"
"204","CTRL","F","Complete Data","0.1443","17.6800","35.0700","8151.7600","11.7100","51.5500","8475.6600","12.0000","9.0000","214.9500","201.0300","-0.0335","61.4900","9.4400","0.4833","7723.9500","6.0000","10.3100","61696.3300","0.1614","30.3000","17.0000","232.3700","2.2400","15.0000","167.7700","13020.8300","12.0000","11.0000","189.3200","253.1900","48.8200","2.0000","8804.5000"
"224","HIGH","M","Incomplete Data","0.1493","","","","","","","12.0000","17.0000","144.0100","330.6600","0.3932","3.3000","22.5900","0.6966","9173.9000","28.0000","39.0400","77839.7400","","","","","","","","","17.0000","19.0000","186.0200","251.3200","1.2700","28.2300","12761.1300"
"53","LOW","F","Complete Data","0.1508","39.8700","97.7300","5470.6300","32.5700","62.7000","9286.8200","9.0000","2.0000","19.7200","11.6100","-0.2589","361.1900","229.3300","0.3706","1303.5900","13.0000","53.7500","51862.6200","-0.2879","2.6700","12.0000","184.5800","11.1400","13.0000","333.8000","14071.2700","25.0000","25.0000","86.5500","117.2800","15.2800","31.0300","5663.7700"
"236","CTRL","M","Complete Data","0.1585","26.2900","29.5300","17044.1400","22.7600","10.2800","10387.3100","17.0000","21.0000","147.4500","298.6700","0.3390","60.5300","5.3400","0.6695","13166.4400","14.0000","35.8700","86493.5900","-0.1124","15.3500","24.0000","179.2100","0.0000","33.0000","224.5900","22747.8300","16.0000","18.0000","142.1800","195.7600","13.6500","47.0500","10655.7500"
"186","5MT","M","Complete Data","0.1595","34.0300","13.2500","23598.3600","44.5100","31.6300","15194.3900","13.0000","13.0000","200.4300","269.3700","0.1467","3.9700","74.2700","0.5734","10875.7200","7.0000","13.7800","89019.7300","-0.5003","1.1000","24.0000","121.5900","7.4700","31.0000","365.0700","23337.3100","24.0000","33.0000","166.8300","230.1600","4.2000","13.5500","19302.6200"
"12","CTRL","F","Incomplete Data","0.1668","","","","","","","18.0000","24.0000","137.0700","180.0100","0.1354","5.3100","60.8900","0.5677","14339.2000","15.0000","36.8400","54034.7900","","","","","","","","","20.0000","27.0000","142.9100","200.1300","2.2400","8.8400","2840.4200"
